,emitterName,latentVector,completionPercentage,jumpActionsPerformed,killsTotal,livesLeft,coinsCollected,remainingTime (20-timeSpent),calc_higher_level_non_empty_blocks,calc_num_enemies
42,Random,"[-0.03568922  0.9026864   1.07019768  1.42693417 -0.32454258  2.6397686
 -0.38088658 -0.59320229 -1.25367407  0.19084162 -0.00618505  0.17976
 -1.50547874  0.26187274  0.10632208  0.46896091 -0.87263637 -1.68839787
  0.39901165 -0.12770566  2.11075722  0.5570999   1.19033958  1.81919791
  0.11620331  0.58884996 -0.70112344 -0.13529169 -1.41235432  0.23401475
  0.60212093 -1.92139145]",1.0,4,1,0,0,16940,12,4
43,Random,"[ 0.02949598  1.14950404  0.42440287  0.45658996 -0.96120767  0.37483813
  0.74347854 -1.12497182  0.93574507  0.13985052  0.77562704 -0.42219272
  1.266016   -1.5231996   0.45125431 -0.57007654 -1.71798865 -0.56084227
  1.49136912  0.29697878  1.27181965  0.06670974  0.35111415  1.2128442
  0.73636579 -0.33951938  2.02150051 -0.74118246  0.57097683 -0.32003742
  1.75439124  1.07102158]",1.0,6,0,0,0,16940,19,2
44,Random,"[ 0.73223944  1.83320009 -0.29495801  0.97726435 -0.24712239 -1.52947375
 -1.65530761 -0.03398851 -0.15361061 -0.91189423 -0.06151932 -0.65623467
  0.90137066 -0.36059979  0.28634262 -0.13432459  1.23602184 -2.18956682
  0.40918984  0.26152674  0.78801587  0.15050576  0.60251261 -0.40600762
  0.1426856   0.94126164  0.15049525  0.35752919 -1.56082461  0.89672266
 -0.36785588  0.53620038]",0.8263235688209534,3,0,0,0,17600,49,4
45,Random,"[-0.08575351 -0.83360852 -0.23239123  0.8276009  -0.18220671 -0.89413425
 -0.39764113 -1.33272021 -0.50080863  1.06976555  0.40881444 -1.44867891
  2.44225294  0.13362562  0.52487394  0.50912103 -1.00837881  0.24961626
  0.2091882  -0.18603971  0.43972073  0.05322587 -0.70710738 -1.84196844
 -0.10250443  1.0173006   0.24427447  0.0322122  -0.2605779   0.12149926
 -0.19598714 -0.97900245]",1.0,7,0,0,0,16700,14,4
46,Random,"[-0.42893536  0.61299206  0.58238333 -0.87582554  0.38872803 -0.69090385
 -1.0121894  -1.40195208 -2.14091084 -0.94672375  0.23162386 -0.3417782
 -0.0697954   0.26329991 -1.00911674 -0.80036494 -0.82632135 -0.38324489
  0.09625271  0.33512821 -0.5748617   0.40744701 -0.47046103  0.30098067
 -1.0917031  -0.6105655   0.04478487 -1.24788657 -0.22295147 -0.78884792
 -0.3134683  -0.24606405]",1.0,6,0,0,0,16940,18,2
47,Random,"[ 0.20064936  0.36399206  0.87089853 -0.14451321 -0.55659039  0.47274406
  2.56587386  1.09687543 -0.18593627 -1.77533042  1.46845728  1.4933487
  0.84806693 -1.15858058  0.13601015  0.97803337  1.13729744  0.45745083
  2.03500161  0.81068416  0.17515629  0.96485536  1.593101    0.53239222
 -0.6508958   1.40083839 -0.12290047  0.11525681 -1.27593332 -1.30564831
 -0.07108951 -0.10174308]",1.0,5,1,0,0,17300,15,8
48,Random,"[ 0.03159715 -0.99705984 -0.82355049  0.17953635  0.1384551   0.10806955
  0.79701225 -0.26491544  1.54569034  1.48616327  0.70338875  0.50088893
  0.67306083  0.26536366  0.50762341  1.0293547  -0.77237949 -0.18486007
 -0.48518971  0.4202569   0.05568851  0.4444519   1.63662272  0.09347481
 -0.0833465   1.05723646  1.65313163 -0.28200951 -0.92445017 -0.51674327
  2.21118266  0.84552011]",1.0,4,0,0,0,17270,10,2
49,Random,"[-1.14844518  0.52021528 -1.17825688  1.0331778   0.33642055 -0.43181654
  0.36884046 -0.1639607   0.02796633 -0.04326517  0.98819013 -0.46708689
  1.11993317 -0.27547172  0.17563474  0.72662388 -0.25993896  1.06493131
  0.9873512  -0.07430623 -0.19073176 -0.39453955  1.12499565  0.08797875
  0.17793304  0.73994815  0.54886306  0.63928199  1.11575355  0.23724037
 -1.06861056  0.21444273]",1.0,5,0,0,0,16760,31,2
50,Random,"[ 0.45444079 -0.14971183  0.06353419  0.62877946 -1.05678678  0.51104927
 -0.94232379  1.07808344  0.70468886 -1.38402163  0.20430458  1.03578478
 -1.57124848 -0.22162838 -2.29880029 -0.42746744 -0.18493716 -0.09476669
  0.69387035  1.4810439  -0.0358816   2.03626784 -0.10113857  0.84513579
 -0.6876472   0.56296303 -0.71081382 -0.81225678 -0.05245462 -0.83352899
 -0.31304186  0.58301078]",1.0,5,0,0,0,16940,15,2
51,Random,"[ 0.04290401  1.2243027  -1.72839608 -0.58623799  0.31283843  1.21989778
 -1.55547925 -1.29894619  1.13336621 -1.0555352   0.80407879  1.70013125
 -0.36176729  0.87150676  0.44881958 -0.35949932 -0.70152963 -0.97253826
 -1.09852463 -0.47527743  1.02251878 -1.41671182 -1.51755803 -0.76011189
 -0.59668377 -0.67392059  1.3558306   1.98113154  0.64150065 -0.01875512
  1.51893551 -0.38032593]",0.8156512975692749,2,1,0,0,17600,33,1
